日期,星期,时段,半小时区间,天气,是否工作日,是否考试周,是否校园活动日,是否周末补课日,是否特殊情况,进店人数,A窗口销量,B窗口销量,C窗口销量,D窗口销量,E窗口销量,平均等待时间_分钟,开启A窗口数,开启B窗口数,开启C窗口数,开启D窗口数,开启E窗口数,备注
2026-03-13,周五,早餐,07:00-07:30,晴,1,0,0,0,0,114,41,17,3,13,40,2.18,2,1,0,1,2,
2026-03-13,周五,早餐,07:30-08:00,晴,1,0,0,0,0,118,47,17,4,14,36,1.56,2,1,0,1,2,
2026-03-13,周五,早餐,08:00-08:30,晴,1,0,0,0,0,67,24,10,2,8,23,1.2,2,1,0,1,2,
2026-03-13,周五,午餐,11:00-11:30,晴,1,0,0,0,0,154,24,62,34,22,12,2.77,2,3,2,1,1,
2026-03-13,周五,午餐,11:30-12:00,晴,1,0,0,0,0,282,43,108,63,38,30,3.09,2,3,2,1,1,
2026-03-13,周五,午餐,12:00-12:30,晴,1,0,0,0,0,255,43,93,58,37,24,3.06,2,3,2,1,1,
2026-03-13,周五,午餐,12:30-13:00,晴,1,0,0,0,0,173,28,66,39,26,14,2.62,2,3,2,1,1,
2026-03-13,周五,晚餐,17:00-17:30,晴,1,0,0,0,0,156,27,43,36,19,31,1.23,2,3,2,1,2,
2026-03-13,周五,晚餐,17:30-18:00,晴,1,0,0,0,0,205,38,57,50,26,34,2.19,2,3,2,1,2,
2026-03-13,周五,晚餐,18:00-18:30,晴,1,0,0,0,0,188,33,57,45,22,31,1.4,2,3,2,1,2,
2026-03-13,周五,晚餐,18:30-19:00,晴,1,0,0,0,0,144,25,42,34,16,27,2.06,2,3,2,1,2,
2026-03-14,周六,早餐,06:30-07:00,多云,0,0,0,0,0,53,19,7,2,6,19,1.54,2,0,0,1,1,
2026-03-14,周六,早餐,07:00-07:30,多云,0,0,0,0,0,78,29,9,2,9,29,2.25,2,0,0,1,1,
2026-03-14,周六,早餐,07:30-08:00,多云,0,0,0,0,0,94,37,11,3,12,31,1.88,2,0,0,1,1,
2026-03-14,周六,早餐,08:00-08:30,多云,0,0,0,0,0,51,20,6,2,6,17,2.22,2,0,0,1,1,
2026-03-14,周六,午餐,11:00-11:30,多云,0,0,0,0,0,107,18,43,24,14,8,2.41,2,3,2,1,1,
2026-03-14,周六,午餐,11:30-12:00,多云,0,0,0,0,0,215,35,81,45,31,23,1.95,2,3,2,1,1,
2026-03-14,周六,午餐,12:00-12:30,多云,0,0,0,0,0,176,29,71,41,24,11,2.14,2,3,2,1,1,
2026-03-14,周六,午餐,12:30-13:00,多云,0,0,0,0,0,132,22,50,28,19,13,2.76,2,3,2,1,1,
2026-03-14,周六,晚餐,17:00-17:30,多云,0,0,0,0,0,157,27,47,38,19,26,1.78,2,3,2,1,2,
2026-03-14,周六,晚餐,17:30-18:00,多云,0,0,0,0,0,192,37,55,44,24,32,1.56,2,3,2,1,2,
2026-03-14,周六,晚餐,18:00-18:30,多云,0,0,0,0,0,187,34,56,46,22,29,1.82,2,3,2,1,2,
2026-03-14,周六,晚餐,18:30-19:00,多云,0,0,0,0,0,131,23,37,31,17,23,1.35,2,3,2,1,2,
2026-03-15,周日,早餐,06:30-07:00,晴,0,0,0,0,0,63,23,7,2,7,24,2.13,2,0,0,1,1,
2026-03-15,周日,早餐,07:00-07:30,晴,0,0,0,0,0,93,33,12,3,11,34,1.39,2,0,0,1,1,
2026-03-15,周日,早餐,07:30-08:00,晴,0,0,0,0,0,100,36,12,3,12,37,1.19,2,0,0,1,1,
2026-03-15,周日,早餐,08:00-08:30,晴,0,0,0,0,0,54,22,7,2,6,17,1.65,2,0,0,1,1,
2026-03-15,周日,午餐,11:00-11:30,晴,0,0,0,0,0,123,20,45,26,18,14,2.38,2,3,2,1,1,
2026-03-15,周日,午餐,11:30-12:00,晴,0,0,0,0,0,202,33,79,44,29,17,2.6,2,3,2,1,1,
2026-03-15,周日,午餐,12:00-12:30,晴,0,0,0,0,0,182,31,71,38,27,15,2.3,2,3,2,1,1,
2026-03-15,周日,午餐,12:30-13:00,晴,0,0,0,0,0,138,23,51,31,19,14,2.51,2,3,2,1,1,
2026-03-15,周日,晚餐,17:00-17:30,晴,0,0,0,0,0,166,31,47,42,21,25,1.13,2,3,2,1,2,
2026-03-15,周日,晚餐,17:30-18:00,晴,0,0,0,0,0,230,41,67,55,27,40,1.71,2,3,2,1,2,
2026-03-15,周日,晚餐,18:00-18:30,晴,0,0,0,0,0,216,39,62,55,27,33,2.27,2,3,2,1,2,
2026-03-15,周日,晚餐,18:30-19:00,晴,0,0,0,0,0,135,25,38,31,15,26,1.64,2,3,2,1,2,
2026-03-16,周一,早餐,06:30-07:00,阴,1,1,0,0,1,73,29,11,2,9,22,2.23,2,1,0,1,2,考试周开始
2026-03-16,周一,早餐,07:00-07:30,阴,1,1,0,0,1,111,43,17,3,13,35,1.44,2,1,0,1,2,考试周开始
2026-03-16,周一,早餐,07:30-08:00,阴,1,1,0,0,1,129,47,20,4,15,43,2.06,2,1,0,1,2,考试周开始
2026-03-16,周一,早餐,08:00-08:30,阴,1,1,0,0,1,70,26,11,2,8,23,2.09,2,1,0,1,2,考试周开始
2026-03-16,周一,午餐,11:00-11:30,阴,1,1,0,0,1,168,28,63,38,24,15,2.06,2,3,2,1,1,考试周开始
2026-03-16,周一,午餐,11:30-12:00,阴,1,1,0,0,1,293,48,106,62,43,34,2.9,2,3,2,1,1,考试周开始
2026-03-16,周一,午餐,12:00-12:30,阴,1,1,0,0,1,278,43,105,59,41,30,2.02,2,3,2,1,1,考试周开始
2026-03-16,周一,午餐,12:30-13:00,阴,1,1,0,0,1,170,26,67,37,23,17,2.69,2,3,2,1,1,考试周开始
2026-03-16,周一,晚餐,17:00-17:30,阴,1,1,0,0,1,197,37,54,49,24,33,1.16,2,3,2,1,2,考试周开始
2026-03-16,周一,晚餐,17:30-18:00,阴,1,1,0,0,1,263,50,78,62,32,41,1.56,2,3,2,1,2,考试周开始
2026-03-16,周一,晚餐,18:00-18:30,阴,1,1,0,0,1,257,48,76,62,29,42,1.22,2,3,2,1,2,考试周开始
2026-03-16,周一,晚餐,18:30-19:00,阴,1,1,0,0,1,165,28,45,37,21,34,2.22,2,3,2,1,2,考试周开始
2026-03-17,周二,早餐,06:30-07:00,晴,1,1,0,0,0,71,27,10,2,8,24,2.09,2,1,0,1,2,
2026-03-17,周二,早餐,07:00-07:30,晴,1,1,0,0,0,114,44,16,3,14,37,2.25,2,1,0,1,2,
2026-03-17,周二,早餐,07:30-08:00,晴,1,1,0,0,0,127,51,19,4,14,39,2.13,2,1,0,1,2,
2026-03-17,周二,早餐,08:00-08:30,晴,1,1,0,0,0,72,28,11,2,9,22,2.3,2,1,0,1,2,
2026-03-17,周二,午餐,11:00-11:30,晴,1,1,0,0,0,146,25,53,32,19,17,3.02,2,3,2,1,1,
2026-03-17,周二,午餐,11:30-12:00,晴,1,1,0,0,0,256,40,92,56,36,32,2.74,2,3,2,1,1,
2026-03-17,周二,午餐,12:00-12:30,晴,1,1,0,0,0,260,44,103,59,37,17,2.59,2,3,2,1,1,
2026-03-17,周二,午餐,12:30-13:00,晴,1,1,0,0,0,168,26,65,39,24,14,2.3,2,3,2,1,1,
2026-03-17,周二,晚餐,17:00-17:30,晴,1,1,0,0,0,180,34,54,44,22,26,1.95,2,3,2,1,2,
2026-03-17,周二,晚餐,17:30-18:00,晴,1,1,0,0,0,240,43,68,57,29,43,1.13,2,3,2,1,2,
2026-03-17,周二,晚餐,18:00-18:30,晴,1,1,0,0,0,242,46,72,61,28,35,1.85,2,3,2,1,2,
2026-03-17,周二,晚餐,18:30-19:00,晴,1,1,0,0,0,174,32,52,41,21,28,1.31,2,3,2,1,2,
2026-03-18,周三,早餐,06:30-07:00,多云,1,1,0,0,0,78,29,11,2,9,27,2.23,2,1,0,1,2,
2026-03-18,周三,早餐,07:00-07:30,多云,1,1,0,0,0,114,43,18,4,13,36,1.36,2,1,0,1,2,
2026-03-18,周三,早餐,07:30-08:00,多云,1,1,0,0,0,131,51,19,4,16,41,1.68,2,1,0,1,2,
2026-03-18,周三,早餐,08:00-08:30,多云,1,1,0,0,0,70,28,10,2,8,22,1.52,2,1,0,1,2,
2026-03-18,周三,午餐,11:00-11:30,多云,1,1,0,0,0,159,25,58,35,22,19,2.26,2,3,2,1,1,
2026-03-18,周三,午餐,11:30-12:00,多云,1,1,0,0,0,273,46,102,60,38,27,3.03,2,3,2,1,1,
2026-03-18,周三,午餐,12:00-12:30,多云,1,1,0,0,0,280,43,101,62,40,34,2.5,2,3,2,1,1,
2026-03-18,周三,午餐,12:30-13:00,多云,1,1,0,0,0,178,28,69,40,25,16,2.25,2,3,2,1,1,
2026-03-18,周三,晚餐,17:00-17:30,多云,1,1,0,0,0,194,35,56,45,24,34,1.47,2,3,2,1,2,
2026-03-18,周三,晚餐,17:30-18:00,多云,1,1,0,0,0,254,47,73,59,29,46,2.21,2,3,2,1,2,
2026-03-18,周三,晚餐,18:00-18:30,多云,1,1,0,0,0,247,46,75,60,30,36,1.16,2,3,2,1,2,
2026-03-18,周三,晚餐,18:30-19:00,多云,1,1,0,0,0,180,34,52,41,22,31,1.5,2,3,2,1,2,
2026-03-19,周四,早餐,06:30-07:00,阴,1,1,0,0,0,69,26,11,2,9,21,1.19,2,1,0,1,2,
2026-03-19,周四,早餐,07:00-07:30,阴,1,1,0,0,0,107,42,17,3,12,33,2.18,2,1,0,1,2,
2026-03-19,周四,早餐,07:30-08:00,阴,1,1,0,0,0,121,45,19,4,14,39,1.43,2,1,0,1,2,
2026-03-19,周四,早餐,08:00-08:30,阴,1,1,0,0,0,62,25,9,2,7,19,1.16,2,1,0,1,2,
2026-03-19,周四,午餐,11:00-11:30,阴,1,1,0,0,0,148,23,58,33,21,13,2.92,2,3,2,1,1,
2026-03-19,周四,午餐,11:30-12:00,阴,1,1,0,0,0,277,46,105,61,40,25,3.0,2,3,2,1,1,
2026-03-19,周四,午餐,12:00-12:30,阴,1,1,0,0,0,249,39,97,52,34,27,1.92,2,3,2,1,1,
2026-03-19,周四,午餐,12:30-13:00,阴,1,1,0,0,0,159,26,58,35,21,19,2.87,2,3,2,1,1,
2026-03-19,周四,晚餐,17:00-17:30,阴,1,1,0,0,0,181,34,51,42,23,31,1.43,2,3,2,1,2,
2026-03-19,周四,晚餐,17:30-18:00,阴,1,1,0,0,0,235,41,67,56,29,42,1.54,2,3,2,1,2,
2026-03-19,周四,晚餐,18:00-18:30,阴,1,1,0,0,0,218,39,62,49,27,41,1.74,2,3,2,1,2,
2026-03-19,周四,晚餐,18:30-19:00,阴,1,1,0,0,0,156,28,44,40,18,26,1.51,2,3,2,1,2,
2026-03-20,周五,早餐,06:30-07:00,晴,1,1,0,0,0,77,30,11,2,10,24,1.78,2,1,0,1,2,
2026-03-20,周五,早餐,07:00-07:30,晴,1,1,0,0,0,109,43,17,3,13,33,1.72,2,1,0,1,2,
2026-03-20,周五,早餐,07:30-08:00,晴,1,1,0,0,0,109,42,17,3,12,35,1.66,2,1,0,1,2,
2026-03-20,周五,早餐,08:00-08:30,晴,1,1,0,0,0,67,25,10,2,8,22,1.36,2,1,0,1,2,
2026-03-20,周五,午餐,11:00-11:30,晴,1,1,0,0,0,140,22,51,31,20,16,2.07,2,3,2,1,1,
2026-03-20,周五,午餐,11:30-12:00,晴,1,1,0,0,0,245,38,90,51,34,32,2.47,2,3,2,1,1,
2026-03-20,周五,午餐,12:00-12:30,晴,1,1,0,0,0,221,35,85,48,31,22,3.0,2,3,2,1,1,
2026-03-20,周五,午餐,12:30-13:00,晴,1,1,0,0,0,155,25,60,33,22,15,1.92,2,3,2,1,1,
2026-03-20,周五,晚餐,17:00-17:30,晴,1,1,0,0,0,168,29,48,40,20,31,1.26,2,3,2,1,2,
2026-03-20,周五,晚餐,17:30-18:00,晴,1,1,0,0,0,244,42,68,59,29,46,1.43,2,3,2,1,2,
2026-03-20,周五,晚餐,18:00-18:30,晴,1,1,0,0,0,206,38,61,50,25,32,1.65,2,3,2,1,2,
2026-03-20,周五,晚餐,18:30-19:00,晴,1,1,0,0,0,144,25,44,36,18,21,2.14,2,3,2,1,2,
2026-03-21,周六,早餐,06:30-07:00,晴,0,1,0,1,1,60,22,7,2,7,22,1.79,2,0,0,1,1,周末补课
2026-03-21,周六,早餐,07:00-07:30,晴,0,1,0,1,1,90,35,11,3,10,31,1.34,2,0,0,1,1,周末补课
2026-03-21,周六,早餐,07:30-08:00,晴,0,1,0,1,1,85,33,11,3,11,27,1.17,2,0,0,1,1,周末补课
2026-03-21,周六,早餐,08:00-08:30,晴,0,1,0,1,1,51,20,6,1,6,18,1.27,2,0,0,1,1,周末补课
2026-03-21,周六,午餐,11:00-11:30,晴,0,1,0,1,1,126,19,50,28,18,11,2.31,2,3,2,1,1,周末补课
2026-03-21,周六,午餐,11:30-12:00,晴,0,1,0,1,1,221,33,79,48,30,31,2.68,2,3,2,1,1,周末补课
2026-03-21,周六,午餐,12:00-12:30,晴,0,1,0,1,1,210,33,76,48,31,22,2.2,2,3,2,1,1,周末补课
2026-03-21,周六,午餐,12:30-13:00,晴,0,1,0,1,1,130,21,47,28,18,16,1.94,2,3,2,1,1,周末补课
2026-03-21,周六,晚餐,17:00-17:30,晴,0,1,0,1,1,186,32,53,42,22,37,1.39,2,3,2,1,2,周末补课
2026-03-21,周六,晚餐,17:30-18:00,晴,0,1,0,1,1,227,39,63,51,27,47,1.45,2,3,2,1,2,周末补课
2026-03-21,周六,晚餐,18:00-18:30,晴,0,1,0,1,1,231,41,71,53,27,39,1.51,2,3,2,1,2,周末补课
2026-03-21,周六,晚餐,18:30-19:00,晴,0,1,0,1,1,168,30,51,41,21,25,1.19,2,3,2,1,2,周末补课
2026-03-22,周日,早餐,06:30-07:00,多云,0,1,0,0,0,55,20,6,2,7,20,1.29,2,0,0,1,1,
2026-03-22,周日,早餐,07:00-07:30,多云,0,1,0,0,0,84,34,11,3,10,26,1.68,2,0,0,1,1,
2026-03-22,周日,早餐,07:30-08:00,多云,0,1,0,0,0,87,35,11,3,10,28,1.56,2,0,0,1,1,
2026-03-22,周日,早餐,08:00-08:30,多云,0,1,0,0,0,48,18,6,1,6,17,2.11,2,0,0,1,1,
2026-03-22,周日,午餐,11:00-11:30,多云,0,1,0,0,0,109,17,41,23,15,13,2.8,2,3,2,1,1,
2026-03-22,周日,午餐,11:30-12:00,多云,0,1,0,0,0,192,32,76,43,28,13,3.06,2,3,2,1,1,
2026-03-22,周日,午餐,12:00-12:30,多云,0,1,0,0,0,189,32,71,41,27,18,2.23,2,3,2,1,1,
2026-03-22,周日,午餐,12:30-13:00,多云,0,1,0,0,0,120,19,43,25,17,16,3.04,2,3,2,1,1,
2026-03-22,周日,晚餐,17:00-17:30,多云,0,1,0,0,0,186,32,55,44,22,33,2.3,2,3,2,1,2,
2026-03-22,周日,晚餐,17:30-18:00,多云,0,1,0,0,0,234,42,64,54,27,47,1.86,2,3,2,1,2,
2026-03-22,周日,晚餐,18:00-18:30,多云,0,1,0,0,0,229,43,65,54,26,41,1.94,2,3,2,1,2,
2026-03-22,周日,晚餐,18:30-19:00,多云,0,1,0,0,0,152,26,42,37,19,28,1.57,2,3,2,1,2,
2026-03-23,周一,早餐,06:30-07:00,晴,1,0,0,0,0,87,34,12,3,10,28,1.48,2,1,0,1,2,
2026-03-23,周一,早餐,07:00-07:30,晴,1,0,0,0,0,120,44,18,4,14,40,1.52,2,1,0,1,2,
2026-03-23,周一,早餐,07:30-08:00,晴,1,0,0,0,0,129,50,20,4,16,39,1.37,2,1,0,1,2,
2026-03-23,周一,早餐,08:00-08:30,晴,1,0,0,0,0,72,27,11,2,9,23,1.53,2,1,0,1,2,
2026-03-23,周一,午餐,11:00-11:30,晴,1,0,0,0,0,154,24,58,34,23,15,3.08,2,3,2,1,1,
2026-03-23,周一,午餐,11:30-12:00,晴,1,0,0,0,0,294,49,108,68,42,27,2.07,2,3,2,1,1,
2026-03-23,周一,午餐,12:00-12:30,晴,1,0,0,0,0,274,45,108,61,40,20,2.81,2,3,2,1,1,
2026-03-23,周一,午餐,12:30-13:00,晴,1,0,0,0,0,165,27,62,35,24,17,2.78,2,3,2,1,1,
2026-03-23,周一,晚餐,17:00-17:30,晴,1,0,0,0,0,165,31,46,41,21,26,1.96,2,3,2,1,2,
2026-03-23,周一,晚餐,17:30-18:00,晴,1,0,0,0,0,222,40,66,52,26,38,1.11,2,3,2,1,2,
2026-03-23,周一,晚餐,18:00-18:30,晴,1,0,0,0,0,204,35,57,50,24,38,1.15,2,3,2,1,2,
2026-03-23,周一,晚餐,18:30-19:00,晴,1,0,0,0,0,146,27,43,33,18,25,1.46,2,3,2,1,2,
2026-03-24,周二,早餐,06:30-07:00,阴,1,0,0,0,0,81,30,12,2,9,28,1.5,2,1,0,1,2,
2026-03-24,周二,早餐,07:00-07:30,阴,1,0,0,0,0,126,45,19,4,15,43,1.53,2,1,0,1,2,
2026-03-24,周二,早餐,07:30-08:00,阴,1,0,0,0,0,120,43,19,4,15,39,1.14,2,1,0,1,2,
2026-03-24,周二,早餐,08:00-08:30,阴,1,0,0,0,0,67,27,10,2,8,20,1.98,2,1,0,1,2,
2026-03-24,周二,午餐,11:00-11:30,阴,1,0,0,0,0,162,26,60,36,23,17,2.36,2,3,2,1,1,
2026-03-24,周二,午餐,11:30-12:00,阴,1,0,0,0,0,294,47,105,63,40,39,2.54,2,3,2,1,1,
2026-03-24,周二,午餐,12:00-12:30,阴,1,0,0,0,0,261,43,100,55,37,26,1.96,2,3,2,1,1,
2026-03-24,周二,午餐,12:30-13:00,阴,1,0,0,0,0,176,29,68,37,26,16,2.52,2,3,2,1,1,
2026-03-24,周二,晚餐,17:00-17:30,阴,1,0,0,0,0,166,29,47,40,19,31,1.78,2,3,2,1,2,
2026-03-24,周二,晚餐,17:30-18:00,阴,1,0,0,0,0,217,38,66,49,25,39,1.72,2,3,2,1,2,
2026-03-24,周二,晚餐,18:00-18:30,阴,1,0,0,0,0,224,41,64,55,27,37,1.73,2,3,2,1,2,
2026-03-24,周二,晚餐,18:30-19:00,阴,1,0,0,0,0,155,29,46,38,19,23,1.53,2,3,2,1,2,
2026-03-25,周三,早餐,06:30-07:00,晴,1,0,0,0,0,87,35,13,3,11,25,1.72,2,1,0,1,2,
2026-03-25,周三,早餐,07:00-07:30,晴,1,0,0,0,0,120,48,18,4,14,36,1.45,2,1,0,1,2,
2026-03-25,周三,早餐,07:30-08:00,晴,1,0,0,0,0,142,55,21,4,17,45,1.91,2,1,0,1,2,
2026-03-25,周三,早餐,08:00-08:30,晴,1,0,0,0,0,75,29,11,2,9,24,1.16,2,1,0,1,2,
2026-03-25,周三,午餐,11:00-11:30,晴,1,0,0,0,0,156,26,60,34,23,13,2.32,2,3,2,1,1,
2026-03-25,周三,午餐,11:30-12:00,晴,1,0,0,0,0,270,41,100,60,36,33,1.91,2,3,2,1,1,
2026-03-25,周三,午餐,12:00-12:30,晴,1,0,0,0,0,254,41,93,55,35,30,2.94,2,3,2,1,1,
2026-03-25,周三,午餐,12:30-13:00,晴,1,0,0,0,0,179,29,71,40,26,13,2.24,2,3,2,1,1,
2026-03-25,周三,晚餐,17:00-17:30,晴,1,0,0,0,0,163,30,48,41,19,25,1.89,2,3,2,1,2,
2026-03-25,周三,晚餐,17:30-18:00,晴,1,0,0,0,0,230,44,64,58,29,35,1.53,2,3,2,1,2,
2026-03-25,周三,晚餐,18:00-18:30,晴,1,0,0,0,0,231,40,67,53,27,44,1.86,2,3,2,1,2,
2026-03-25,周三,晚餐,18:30-19:00,晴,1,0,0,0,0,149,25,44,36,19,25,1.92,2,3,2,1,2,
2026-03-26,周四,早餐,06:30-07:00,晴,1,0,0,0,0,78,31,12,2,9,24,1.5,2,1,0,1,2,
2026-03-26,周四,早餐,07:00-07:30,晴,1,0,0,0,0,115,42,16,4,14,39,1.46,2,1,0,1,2,
2026-03-26,周四,早餐,07:30-08:00,晴,1,0,0,0,0,129,47,19,4,15,44,1.88,2,1,0,1,2,
2026-03-26,周四,早餐,08:00-08:30,晴,1,0,0,0,0,67,26,10,2,8,21,1.63,2,1,0,1,2,
2026-03-26,周四,午餐,11:00-11:30,晴,1,0,0,0,0,149,25,58,31,20,15,3.03,2,3,2,1,1,
2026-03-26,周四,午餐,11:30-12:00,晴,1,0,0,0,0,276,42,99,57,38,40,2.17,2,3,2,1,1,
2026-03-26,周四,午餐,12:00-12:30,晴,1,0,0,0,0,240,39,93,55,32,21,2.52,2,3,2,1,1,
2026-03-26,周四,午餐,12:30-13:00,晴,1,0,0,0,0,168,27,67,37,24,13,2.37,2,3,2,1,1,
2026-03-26,周四,晚餐,17:00-17:30,晴,1,0,0,0,0,163,30,47,38,18,30,2.06,2,3,2,1,2,
2026-03-26,周四,晚餐,17:30-18:00,晴,1,0,0,0,0,231,40,68,54,26,43,2.05,2,3,2,1,2,
2026-03-26,周四,晚餐,18:00-18:30,晴,1,0,0,0,0,202,35,61,47,25,34,2.13,2,3,2,1,2,
2026-03-26,周四,晚餐,18:30-19:00,晴,1,0,0,0,0,138,25,38,33,16,26,1.2,2,3,2,1,2,
2026-03-27,周五,早餐,06:30-07:00,晴,1,0,1,0,1,82,33,12,3,10,24,2.16,2,1,0,1,2,校园歌手赛
2026-03-27,周五,早餐,07:00-07:30,晴,1,0,1,0,1,117,47,17,3,14,36,2.05,2,1,0,1,2,校园歌手赛
2026-03-27,周五,早餐,07:30-08:00,晴,1,0,1,0,1,118,43,18,3,13,41,1.16,2,1,0,1,2,校园歌手赛
2026-03-27,周五,早餐,08:00-08:30,晴,1,0,1,0,1,71,26,11,2,9,23,1.18,2,1,0,1,2,校园歌手赛
2026-03-27,周五,午餐,11:00-11:30,晴,1,0,1,0,1,161,25,62,37,22,15,2.83,2,3,2,1,1,校园歌手赛
2026-03-27,周五,午餐,11:30-12:00,晴,1,0,1,0,1,286,44,105,60,40,37,2.11,2,3,2,1,1,校园歌手赛
2026-03-27,周五,午餐,12:00-12:30,晴,1,0,1,0,1,271,44,105,62,40,20,2.61,2,3,2,1,1,校园歌手赛
2026-03-27,周五,午餐,12:30-13:00,晴,1,0,1,0,1,163,25,62,38,23,15,2.8,2,3,2,1,1,校园歌手赛
2026-03-27,周五,晚餐,17:00-17:30,晴,1,0,1,0,1,178,28,54,40,16,40,1.37,2,3,2,1,2,校园歌手赛
2026-03-27,周五,晚餐,17:30-18:00,晴,1,0,1,0,1,256,40,76,62,22,56,2.01,2,3,2,1,2,校园歌手赛
2026-03-27,周五,晚餐,18:00-18:30,晴,1,0,1,0,1,329,50,100,81,30,68,2.01,2,3,2,1,2,校园歌手赛
2026-03-27,周五,晚餐,18:30-19:00,晴,1,0,1,0,1,172,29,53,41,15,34,2.24,2,3,2,1,2,校园歌手赛
2026-03-28,周六,早餐,06:30-07:00,多云,0,0,0,0,0,54,21,7,2,7,17,2.08,2,0,0,1,1,
2026-03-28,周六,早餐,07:00-07:30,多云,0,0,0,0,0,83,30,10,2,10,31,1.16,2,0,0,1,1,
2026-03-28,周六,早餐,07:30-08:00,多云,0,0,0,0,0,94,38,12,3,11,30,1.79,2,0,0,1,1,
2026-03-28,周六,早餐,08:00-08:30,多云,0,0,0,0,0,47,17,6,1,5,18,2.08,2,0,0,1,1,
2026-03-28,周六,午餐,11:00-11:30,多云,0,0,0,0,0,111,17,45,23,16,10,2.62,2,3,2,1,1,
2026-03-28,周六,午餐,11:30-12:00,多云,0,0,0,0,0,191,32,68,41,26,24,2.43,2,3,2,1,1,
2026-03-28,周六,午餐,12:00-12:30,多云,0,0,0,0,0,190,29,70,43,25,23,2.28,2,3,2,1,1,
2026-03-28,周六,午餐,12:30-13:00,多云,0,0,0,0,0,119,19,46,25,17,12,2.81,2,3,2,1,1,
2026-03-28,周六,晚餐,17:00-17:30,多云,0,0,0,0,0,151,27,44,36,17,27,1.4,2,3,2,1,2,
2026-03-28,周六,晚餐,17:30-18:00,多云,0,0,0,0,0,210,36,63,49,26,36,,2,3,2,1,2,
2026-03-28,周六,晚餐,18:00-18:30,多云,0,0,0,0,0,194,36,53,45,22,38,1.19,2,3,2,1,2,
2026-03-28,周六,晚餐,18:30-19:00,多云,0,0,0,0,0,141,26,39,33,16,27,2.07,2,3,2,1,2,
2026-03-29,周日,早餐,06:30-07:00,阴,0,0,0,0,0,54,20,7,2,6,19,1.12,2,0,0,1,1,
2026-03-29,周日,早餐,07:00-07:30,阴,0,0,0,0,0,87,33,11,3,10,30,1.64,2,0,0,1,1,
2026-03-29,周日,早餐,07:30-08:00,阴,0,0,0,0,0,90,32,10,3,11,34,2.21,2,0,0,1,1,
2026-03-29,周日,早餐,08:00-08:30,阴,0,0,0,0,0,55,20,7,2,6,20,1.17,2,0,0,1,1,
2026-03-29,周日,午餐,11:00-11:30,阴,0,0,0,0,0,113,18,44,25,15,11,2.27,2,3,2,1,1,
2026-03-29,周日,午餐,11:30-12:00,阴,0,0,0,0,0,210,34,82,44,31,19,2.48,2,3,2,1,1,
2026-03-29,周日,午餐,12:00-12:30,阴,0,0,0,0,0,186,28,68,43,25,22,2.39,2,3,2,1,1,
2026-03-29,周日,午餐,12:30-13:00,阴,0,0,0,0,0,141,24,56,31,20,10,3.0,2,3,2,1,1,
2026-03-29,周日,晚餐,17:00-17:30,阴,0,0,0,0,0,154,28,42,39,19,26,1.24,2,3,2,1,2,
2026-03-29,周日,晚餐,17:30-18:00,阴,0,0,0,0,0,208,37,61,47,26,37,1.91,2,3,2,1,2,
2026-03-29,周日,晚餐,18:00-18:30,阴,0,0,0,0,0,215,37,61,51,25,41,1.26,2,3,2,1,2,
2026-03-29,周日,晚餐,18:30-19:00,阴,0,0,0,0,0,136,25,40,31,16,24,1.73,2,3,2,1,2,
2026-03-30,周一,早餐,06:30-07:00,晴,1,0,0,0,0,81,29,13,2,9,28,1.56,2,1,0,1,2,
2026-03-30,周一,早餐,07:00-07:30,晴,1,0,0,0,0,122,49,19,4,14,36,1.87,2,1,0,1,2,
2026-03-30,周一,早餐,07:30-08:00,晴,1,0,0,0,0,130,51,20,4,15,40,1.64,2,1,0,1,2,
2026-03-30,周一,早餐,08:00-08:30,晴,1,0,0,0,0,73,26,11,2,9,25,1.65,2,1,0,1,2,
2026-03-30,周一,午餐,11:00-11:30,晴,1,0,0,0,0,151,25,59,34,20,13,2.32,2,3,2,1,1,
2026-03-30,周一,午餐,11:30-12:00,晴,1,0,0,0,0,286,46,109,63,38,30,2.28,2,3,2,1,1,
2026-03-30,周一,午餐,12:00-12:30,晴,1,0,0,0,0,249,38,96,52,37,26,2.92,2,3,2,1,1,
2026-03-30,周一,午餐,12:30-13:00,晴,1,0,0,0,0,167,28,64,38,22,15,2.9,2,3,2,1,1,
2026-03-30,周一,晚餐,17:00-17:30,晴,1,0,0,0,0,157,30,43,39,19,26,1.69,2,3,2,1,2,
2026-03-30,周一,晚餐,17:30-18:00,晴,1,0,0,0,0,216,39,65,54,26,32,1.47,2,3,2,1,2,
2026-03-30,周一,晚餐,18:00-18:30,晴,1,0,0,0,0,200,34,56,47,25,38,1.93,2,3,2,1,2,
2026-03-30,周一,晚餐,18:30-19:00,晴,1,0,0,0,0,152,29,45,38,19,21,1.4,2,3,2,1,2,
2026-03-31,周二,早餐,06:30-07:00,多云,1,0,0,0,0,84,30,13,2,10,29,1.25,2,1,0,1,2,
2026-03-31,周二,早餐,07:00-07:30,多云,1,0,0,0,0,125,47,18,4,15,41,2.18,2,1,0,1,2,
2026-03-31,周二,早餐,07:30-08:00,多云,1,0,0,0,0,125,48,20,4,15,38,1.49,2,1,0,1,2,
2026-03-31,周二,早餐,08:00-08:30,多云,1,0,0,0,0,73,26,11,2,8,26,1.31,2,1,0,1,2,
